Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	br_lengths[170]	br_lengths[171]	br_lengths[172]	br_lengths[173]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	rel_br_lengths[170]	rel_br_lengths[171]	rel_br_lengths[172]	rel_br_lengths[173]	tree_length
0	-1542.637	-1901.585	358.9479	0.0390244	0.299044	0.700956	0.960975	0.4387445	0.000387609	0.00729133	0.00406604	0.000829682	0.00364961	0.00223265	0.00150619	4.80983e-05	0.00138147	0.00239124	0.0018907	0.00866117	7.97939e-05	0.00288129	0.0017252	0.000391175	0.0046604	4.75031e-05	0.00526721	0.00710888	0.00504288	0.000526623	0.000954458	0.00122268	0.00151961	0.00242568	0.000135118	0.00259746	0.00270874	0.00244278	0.00588583	0.00280054	0.00106276	0.00140285	0.00149621	0.000743882	0.00254642	0.00702981	0.00584034	0.00306589	0.000128633	0.00449546	0.0053426	0.00410635	0.00498525	0.00416547	0.000241099	0.00873455	0.00853575	0.000752348	0.00384326	0.00612889	0.00491273	0.0022379	0.0010323	0.00138901	0.00153355	0.00349215	0.000520268	0.000605698	0.00409439	0.00230551	0.00741366	0.00247678	0.000435742	0.00755828	0.010348	0.0010828	0.0163787	0.000343477	0.00413906	0.00121248	0.00157732	0.00173039	0.00169581	1.41702e-05	0.00263122	0.000535999	0.000186786	0.00152373	0.000831236	0.00263779	0.00340962	0.00283552	0.00845031	0.00317668	0.00118672	0.00086102	0.00440838	0.000909649	0.00267504	5.36369e-05	0.00168824	0.00165864	0.00254282	0.0178005	0.00181438	0.00686118	0.00549045	0.000919582	0.00928136	0.000833976	0.00509352	0.00192317	0.00652416	0.00437146	0.00415863	0.0114471	0.00518876	0.000372696	0.00846752	0.00626625	0.000544151	0.00403953	0.00145696	0.00293003	0.00136971	0.0141573	0.00141339	3.40182e-05	0.000206265	0.0132952	0.00287143	0.0105099	0.00113304	0.00714231	0.000198908	0.00774727	0.00167214	0.00013221	0.00245255	0.00180426	0.00807163	0.00475811	0.00109108	0.00306779	0.000752639	0.0218499	0.00025756	0.00432441	0.000990245	0.0048631	0.00820959	0.000261535	0.00556824	0.000666639	0.00495883	0.00249713	0.000761448	0.0132952	0.00207397	0.000872017	0.00584013	0.00178236	0.00221537	0.00535492	0.00628707	0.00023485	0.00510327	0.0263037	0.022479	0.00237448	0.00948769	0.000514205	0.00283229	0.00149754	0.0128126	0.000849537	0.0102995	0.0217341	0.0031284	0.00913723	0.000570253	0.697895	0.191265	0.0966914	0.0141485	0.0821129	0.295499	0.683633	1.46277	3.38411	12.1784	1.807426	0.000560051	0.0105352	0.00587497	0.0011988	0.00527328	0.00322593	0.00217628	6.94966e-05	0.00199607	0.00345508	0.00273186	0.0125144	0.000115293	0.00416314	0.00249272	0.000565204	0.00673375	6.86367e-05	0.00761052	0.0102715	0.0072864	0.00076091	0.00137908	0.00176663	0.00219567	0.00350483	0.00019523	0.00375303	0.00391382	0.00352954	0.00850436	0.00404647	0.00153557	0.00202697	0.00216185	0.00107483	0.00367928	0.0101573	0.00843864	0.00442986	0.00018586	0.00649544	0.00771946	0.00593322	0.00720312	0.00601864	0.000348361	0.0126204	0.0123332	0.00108706	0.00555307	0.00885555	0.00709834	0.00323352	0.00149156	0.00200697	0.0022158	0.00504576	0.000751729	0.000875166	0.00591593	0.0033312	0.0107119	0.00357866	0.000629598	0.0109209	0.0149517	0.00156452	0.0236653	0.000496286	0.00598047	0.00175189	0.00227905	0.00250022	0.00245025	2.04743e-05	0.00380182	0.000774458	0.000269885	0.00220162	0.00120104	0.00381131	0.00492651	0.00409701	0.0122097	0.00458995	0.00171468	0.00124408	0.00636961	0.00131434	0.00386514	7.74993e-05	0.00243932	0.00239655	0.00367409	0.0257197	0.00262157	0.00991364	0.00793308	0.00132869	0.0134105	0.001205	0.00735956	0.00277877	0.00942668	0.00631627	0.00600875	0.0165398	0.00749717	0.000538503	0.0122346	0.00905402	0.000786237	0.00583667	0.00210514	0.00423357	0.00197907	0.0204558	0.00204219	4.91525e-05	0.00029803	0.01921	0.00414889	0.0151856	0.00163712	0.0103198	0.0002874	0.0111939	0.00241606	0.000191028	0.00354367	0.00260695	0.0116626	0.00687494	0.00157648	0.00443261	0.00108748	0.0315707	0.000372145	0.00624828	0.00143079	0.00702664	0.0118619	0.000377889	0.00804548	0.000963219	0.00716495	0.00360808	0.00110021	0.01921	0.00299665	0.00125997	0.00843833	0.00257531	0.00320096	0.00773726	0.00908412	0.000339332	0.00737365	0.0380058	0.0324796	0.00343086	0.0137086	0.000742968	0.00409233	0.00216378	0.0185128	0.00122748	0.0148816	0.0314033	0.00452019	0.0132023	0.000823951	0.6920954
36	-1543.629	-1902.631	359.0018	0.0298247	0.284008	0.715992	0.970175	0.3860801	0.00136018	0.00248408	0.00207927	0.00239094	0.00367741	0.00251015	0.00693015	0.0046542	0.00038957	0.00278427	0.00146709	0.00708926	0.00134845	0.00352941	0.000863825	0.00157528	0.00782461	8.33488e-05	0.00504585	0.0111729	0.00653528	0.00498433	0.00064942	0.000396993	0.000958477	0.00355567	0.000215309	0.000448111	0.0024719	0.00315845	0.00282388	0.00308581	0.0087222	0.0045395	0.0132861	0.00585837	0.00445402	0.000692722	0.00445889	0.00217724	0.00138121	0.021725	0.00219917	0.00225393	0.008466	0.00472951	0.00190428	0.0178276	0.0104604	0.000364313	0.00262362	0.0023877	0.00316072	0.00426232	0.000148737	0.00103034	0.00106187	0.00421668	0.00416233	0.00163631	0.000869134	0.00176295	0.0292094	0.00373627	0.00139479	0.000705001	0.0159885	0.00792724	0.0280747	0.00212055	0.00313537	0.000662592	0.000157507	0.00109171	0.00317034	0.00180185	0.000430228	0.00144261	0.000400531	0.00139445	0.00293609	0.00683797	0.001707	0.00300582	0.000821329	0.00626031	0.00135272	0.00120277	0.00321149	0.00152442	0.00339084	0.00151076	0.0264508	0.00424367	0.0215412	0.00120873	0.00170806	0.00254753	0.00196891	0.00145398	0.0173553	0.000264702	0.00796206	0.00285777	0.0132025	0.0046982	0.00064779	0.00210023	0.00854576	0.000605978	0.0156319	0.01208	0.000408196	0.00630756	0.00146451	0.0013606	0.00300091	0.00423929	0.0139117	0.00331085	0.00723321	0.00575217	0.0133962	0.00952093	0.00381865	0.00763866	0.00296647	0.00449999	0.027382	0.00367332	0.00536452	0.00758691	0.00569129	0.005319	0.00317878	0.00396358	0.000204504	0.00774844	0.000311107	0.0316242	0.000968853	0.000881915	0.00787119	0.000420953	0.00439293	0.000195721	0.00470749	0.00416124	0.00303719	0.0189814	0.0322903	0.00764144	0.00197794	0.0121169	0.027491	0.000649725	0.00191043	0.00382787	0.00217647	0.00525178	0.0117253	0.00202884	0.00176829	0.011655	0.000920319	0.00479699	0.00180764	0.00307466	0.000831225	0.0142954	0.0017315	0.00280044	0.0119446	0.673074	0.273502	0.0343089	0.0191156	0.106075	0.334803	0.710793	1.40688	2.98683	9.42728	1.622283	0.00146847	0.00268185	0.0022448	0.00258129	0.00397018	0.00270999	0.00748188	0.00502473	0.000420585	0.00300594	0.00158389	0.00765366	0.0014558	0.00381039	0.000932597	0.00170069	0.00844755	8.99845e-05	0.00544757	0.0120624	0.00705558	0.00538114	0.000701122	0.000428599	0.00103478	0.00383875	0.00023245	0.000483786	0.00266869	0.00340991	0.0030487	0.00333148	0.0094166	0.0049009	0.0143439	0.00632477	0.00480862	0.000747872	0.00481388	0.00235058	0.00149117	0.0234546	0.00237426	0.00243337	0.00914	0.00510604	0.00205589	0.0192469	0.0112932	0.000393318	0.0028325	0.0025778	0.00341235	0.00460165	0.000160578	0.00111236	0.0011464	0.00455238	0.00449371	0.00176658	0.000938328	0.00190331	0.0315349	0.00403373	0.00150584	0.000761129	0.0172614	0.00855835	0.0303098	0.00228938	0.00338499	0.000715343	0.000170047	0.00117862	0.00342274	0.00194531	0.00046448	0.00155746	0.000432418	0.00150547	0.00316984	0.00738236	0.0018429	0.00324513	0.000886718	0.00675871	0.00146042	0.00129853	0.00346716	0.00164578	0.00366079	0.00163103	0.0285566	0.00458152	0.0232562	0.00130496	0.00184404	0.00275034	0.00212566	0.00156973	0.018737	0.000285776	0.00859594	0.00308529	0.0142536	0.00507224	0.000699363	0.00226744	0.00922612	0.000654221	0.0168764	0.0130417	0.000440694	0.00680972	0.0015811	0.00146892	0.00323982	0.00457679	0.0150193	0.00357444	0.00780907	0.00621012	0.0144627	0.0102789	0.00412266	0.0082468	0.00320264	0.00485825	0.029562	0.00396577	0.0057916	0.00819092	0.00614439	0.00574246	0.00343185	0.00427913	0.000220785	0.00836532	0.000335875	0.0341419	0.00104599	0.000952127	0.00849784	0.000454466	0.00474266	0.000211303	0.00508227	0.00449252	0.00327899	0.0204926	0.0348611	0.0082498	0.00213541	0.0130816	0.0296796	0.000701452	0.00206253	0.00413262	0.00234975	0.00566989	0.0126587	0.00219036	0.00190907	0.0125829	0.000993589	0.0051789	0.00195155	0.00331945	0.000897401	0.0154335	0.00186935	0.00302339	0.0128955	0.9262578
72	-1509.048	-1867.795	358.7476	0.0570449	0.321867	0.678133	0.942955	0.5412003	0.00607931	0.0022335	0.00302361	0.000676545	0.00794645	0.00207326	0.00638408	0.011011	0.000110838	0.00361209	0.00467952	0.00671988	0.00241705	0.0083145	0.000979888	0.0011108	0.0142422	0.000268329	0.00370673	0.00606718	0.00630366	0.0014356	0.00196513	0.000221737	0.000632425	0.00988039	0.000245518	0.000281692	0.00165733	0.00331316	0.00556263	0.00239058	0.0105526	0.00416832	0.0131745	0.00411974	0.00113331	0.00182515	0.00796681	0.00152718	0.00011746	0.0101321	0.00680984	0.00292756	0.00144128	0.0157399	0.00109715	0.0143167	0.00190976	0.0011182	0.00162791	0.00447774	0.000876889	0.00476886	0.000345749	0.0015147	0.000782291	0.00545028	0.000604033	0.00342112	0.00142721	0.00426328	0.0120021	0.00816939	0.00279245	0.00318241	0.0116703	0.00187113	0.0479626	0.00189169	0.00510034	0.000177614	0.00139216	0.00133186	0.00447682	0.000111626	0.00216391	0.00213695	0.00240608	0.000867256	0.0100696	0.0017777	0.00274991	0.00282249	0.00259895	0.00591948	0.00133394	0.00371213	0.00337678	0.0015456	0.00584966	0.00551885	0.0149767	0.00946395	0.0254126	0.00331231	0.00179378	0.00644279	0.0115818	0.00171982	0.00791543	0.00821648	0.00822009	0.00102649	0.01635	0.000344442	0.000819638	0.00352067	0.00357577	0.00248256	0.0175238	0.00526997	0.00177479	0.00314793	0.0013083	0.00289573	0.00605041	0.00355677	0.0148956	0.00602017	0.00127488	0.00569624	0.01849	0.00255994	0.00746708	0.0007146	0.0071699	0.00447719	0.0520375	0.00824581	0.00646385	0.00526681	0.00365348	0.00350921	0.0104327	0.000893397	0.00124566	0.00880652	0.00516373	0.0313892	0.00135986	0.000694255	0.0147804	0.00137354	0.00378309	0.00483544	0.0106599	0.00327942	0.00598346	0.0244339	0.0344862	0.00557548	0.00359506	0.0115978	0.0356628	0.00150607	0.000356469	0.00596108	0.00124061	0.00315656	0.00520598	0.000191917	0.00702633	0.0227409	0.00215409	0.000940042	0.0327214	0.00165939	0.00259894	0.0079037	0.00496283	0.00256889	0.0302293	0.691385	0.287536	0.00769302	0.0133863	0.113357	0.345821	0.718009	1.39274	2.89167	8.82171	1.574277	0.00561875	0.0020643	0.00279454	0.000625291	0.00734445	0.0019162	0.00590044	0.0101768	0.000102442	0.00333844	0.00432501	0.0062108	0.00223394	0.00768462	0.000905654	0.00102665	0.0131633	0.000248001	0.00342592	0.00560755	0.00582611	0.00132684	0.00181625	0.000204939	0.000584514	0.00913187	0.000226918	0.000260351	0.00153178	0.00306216	0.00514122	0.00220948	0.00975312	0.00385254	0.0121765	0.00380764	0.00104745	0.00168688	0.00736326	0.00141149	0.000108562	0.00936447	0.00629395	0.00270578	0.00133209	0.0145475	0.00101403	0.0132321	0.00176508	0.00103348	0.00150458	0.00413851	0.000810458	0.00440758	0.000319556	0.00139995	0.000723026	0.00503738	0.000558273	0.00316194	0.00131909	0.00394031	0.0110928	0.00755049	0.0025809	0.00294132	0.0107862	0.00172938	0.044329	0.00174838	0.00471395	0.000164158	0.00128669	0.00123096	0.00413767	0.000103169	0.00199998	0.00197506	0.0022238	0.000801554	0.00930674	0.00164303	0.00254158	0.00260866	0.00240206	0.00547104	0.00123289	0.00343091	0.00312097	0.00142851	0.00540651	0.00510075	0.0138421	0.00874698	0.0234874	0.00306137	0.00165788	0.0059547	0.0107044	0.00158953	0.00731578	0.00759402	0.00759736	0.000948727	0.0151114	0.000318348	0.000757544	0.00325395	0.00330488	0.00229449	0.0161963	0.00487073	0.00164034	0.00290945	0.00120918	0.00267636	0.00559204	0.00328732	0.0137671	0.0055641	0.0011783	0.0052647	0.0170892	0.002366	0.00690139	0.000660463	0.00662672	0.00413801	0.0480953	0.00762113	0.00597416	0.0048678	0.0033767	0.00324336	0.00964232	0.000825715	0.00115129	0.00813936	0.00477253	0.0290112	0.00125684	0.00064166	0.0136606	0.00126948	0.00349649	0.00446912	0.00985231	0.00303098	0.00553017	0.0225828	0.0318736	0.0051531	0.00332271	0.0107192	0.032961	0.00139198	0.000329464	0.00550948	0.00114663	0.00291743	0.00481159	0.000177378	0.00649403	0.0210181	0.0019909	0.000868826	0.0302425	0.00153368	0.00240205	0.00730493	0.00458686	0.00237428	0.0279392	1.081967
108	-1531.308	-1890.052	358.7447	0.0599948	0.325039	0.674961	0.940005	0.5582713	0.00521046	0.00649681	0.00843532	0.00434156	0.0032336	0.00513095	0.00173965	0.00699217	0.00290983	0.00758166	0.00656312	0.00247205	0.00127539	0.00460253	0.0106265	0.000549434	0.00714048	0.000855427	0.00340754	0.00593191	0.00474924	0.00208939	0.00243843	0.00471972	0.000513348	0.0124428	0.000587996	0.00241814	0.0115801	0.00689805	0.00812055	0.00197627	0.00967078	0.00190085	0.00181275	0.00248392	0.00113637	0.00226088	0.0171564	0.0062276	0.00278049	0.00766718	0.00547939	0.00971811	0.00892602	0.00982683	0.000902436	0.00527381	0.00839298	5.16901e-05	0.00079897	0.000566034	0.00287152	0.00208873	0.00276395	0.00159899	0.00502059	0.010269	0.001029	0.000163091	1.80329e-05	0.00233279	0.0105499	0.0028222	0.00311689	0.00313941	0.00206171	0.0016786	0.0468651	0.000183707	0.00721978	0.000171276	0.000398761	0.000699339	0.00520509	0.000188187	0.00437192	0.00118298	0.00417964	0.00147404	0.0172533	0.00540169	0.00235534	0.0027974	0.000308283	0.00372829	0.00264556	0.000836791	0.013079	0.00242207	0.00211734	0.0259892	0.00495893	0.00763372	0.00166617	0.00994584	0.00134845	0.0100841	0.00480364	0.000630018	0.00038814	0.000552778	0.00691609	0.0319074	0.0038643	0.00155049	0.0495531	0.00499802	0.00961325	0.00143637	0.0448529	0.00323511	0.00350828	0.0121125	0.0151541	0.00147126	0.00102876	0.0167756	0.0105309	0.00538285	0.000170146	0.00245611	0.0380063	0.00489152	0.010395	0.00280789	0.00148503	0.00514897	0.00122804	0.00655812	0.0385901	0.00209626	0.0130892	0.00384953	0.00143055	0.0502271	0.005132	0.0130305	0.0124518	0.0071106	0.00149775	0.00872504	0.00425199	0.00354604	0.027443	0.00844717	0.00749579	0.00309135	0.00614967	0.00303499	0.010945	0.0095151	0.00235477	0.000105412	0.00359602	0.00142371	0.00930662	0.0324478	0.00592159	0.0107985	0.0195405	0.000294378	0.00457956	0.00265749	0.0010011	0.000139741	0.00129929	5.34221e-06	0.000833121	0.00815602	0.010386	0.026156	0.0319085	0.766405	0.207717	0.0253778	0.000499952	0.141866	0.385806	0.742942	1.346	2.59197	7.04889	1.41206	0.00429631	0.00535698	0.00695539	0.00357986	0.00266628	0.00423076	0.00143444	0.00576543	0.00239931	0.0062515	0.00541166	0.00203834	0.00105163	0.00379504	0.00876212	0.000453039	0.00588773	0.000705347	0.00280971	0.00489119	0.00391601	0.00172282	0.00201062	0.00389167	0.000423284	0.0102598	0.000484835	0.00199389	0.00954847	0.00568782	0.00669584	0.00162954	0.00797409	0.00156736	0.00149471	0.00204813	0.000936996	0.00186422	0.0141464	0.005135	0.00229267	0.00632201	0.00451806	0.00801312	0.00736	0.00810277	0.000744109	0.00434855	0.00692048	4.26214e-05	0.000658795	0.000466727	0.00236773	0.00172227	0.00227903	0.00131846	0.00413976	0.00846733	0.00084847	0.000134477	1.48691e-05	0.00192352	0.008699	0.00232706	0.00257005	0.00258862	0.00169999	0.0013841	0.0386429	0.000151476	0.00595311	0.000141226	0.000328801	0.000576644	0.00429188	0.00015517	0.00360489	0.000975433	0.00344635	0.00121543	0.0142263	0.00445399	0.00194211	0.00230661	0.000254196	0.00307418	0.00218141	0.00068998	0.0107843	0.00199713	0.00174586	0.0214295	0.00408892	0.00629443	0.00137385	0.0082009	0.00111187	0.0083149	0.00396087	0.000519485	0.000320043	0.000455796	0.0057027	0.0263094	0.00318633	0.00127846	0.0408593	0.00412114	0.00792666	0.00118436	0.0369837	0.00266753	0.00289277	0.00998739	0.0124954	0.00121314	0.00084827	0.0138324	0.00868333	0.00443846	0.000140295	0.0020252	0.0313383	0.00403333	0.00857122	0.00231526	0.00122449	0.00424561	0.00101258	0.00540754	0.0318197	0.00172849	0.0107928	0.00317415	0.00117957	0.041415	0.00423162	0.0107444	0.0102672	0.00586308	0.00123498	0.00719428	0.00350601	0.0029239	0.0226282	0.00696516	0.00618069	0.00254899	0.00507075	0.00250252	0.00902476	0.00784573	0.00194164	8.69178e-05	0.00296512	0.00117393	0.00767382	0.026755	0.00488268	0.00890397	0.0161123	0.000242731	0.0037761	0.00219125	0.000825459	0.000115224	0.00107134	4.40495e-06	0.000686954	0.00672509	0.00856384	0.0215671	0.0263104	1.212775
